date,location,new_cases,new_deaths,total_cases,total_deaths
2019/12/31,Afghanistan,0,0,0,0
2020/1/1,Afghanistan,0,0,0,0
2020/1/2,Afghanistan,0,0,0,0
2020/1/3,Afghanistan,0,0,0,0
2020/1/4,Afghanistan,0,0,0,0
2020/1/5,Afghanistan,0,0,0,0
2020/1/6,Afghanistan,0,0,0,0
2020/1/7,Afghanistan,0,0,0,0
2020/1/8,Afghanistan,0,0,0,0
2020/1/9,Afghanistan,0,0,0,0
2020/1/10,Afghanistan,0,0,0,0
2020/1/11,Afghanistan,0,0,0,0
2020/1/12,Afghanistan,0,0,0,0
2020/1/13,Afghanistan,0,0,0,0
2020/1/14,Afghanistan,0,0,0,0
2020/1/15,Afghanistan,0,0,0,0
2020/1/16,Afghanistan,0,0,0,0
2020/1/17,Afghanistan,0,0,0,0
2020/1/18,Afghanistan,0,0,0,0
2020/1/19,Afghanistan,0,0,0,0
2020/1/20,Afghanistan,0,0,0,0
2020/1/21,Afghanistan,0,0,0,0
2020/1/22,Afghanistan,0,0,0,0
2020/1/23,Afghanistan,0,0,0,0
2020/1/24,Afghanistan,0,0,0,0
2020/1/25,Afghanistan,0,0,0,0
2020/1/26,Afghanistan,0,0,0,0
2020/1/27,Afghanistan,0,0,0,0
2020/1/28,Afghanistan,0,0,0,0
2020/1/29,Afghanistan,0,0,0,0
2020/1/30,Afghanistan,0,0,0,0
2020/1/31,Afghanistan,0,0,0,0
2020/2/1,Afghanistan,0,0,0,0
2020/2/2,Afghanistan,0,0,0,0
2020/2/3,Afghanistan,0,0,0,0
2020/2/4,Afghanistan,0,0,0,0
2020/2/5,Afghanistan,0,0,0,0
2020/2/6,Afghanistan,0,0,0,0
2020/2/7,Afghanistan,0,0,0,0
2020/2/8,Afghanistan,0,0,0,0
2020/2/9,Afghanistan,0,0,0,0
2020/2/10,Afghanistan,0,0,0,0
2020/2/11,Afghanistan,0,0,0,0
2020/2/12,Afghanistan,0,0,0,0
2020/2/13,Afghanistan,0,0,0,0
2020/2/14,Afghanistan,0,0,0,0
2020/2/15,Afghanistan,0,0,0,0
2020/2/16,Afghanistan,0,0,0,0
2020/2/17,Afghanistan,0,0,0,0
2020/2/18,Afghanistan,0,0,0,0
2020/2/19,Afghanistan,0,0,0,0
2020/2/20,Afghanistan,0,0,0,0
2020/2/21,Afghanistan,0,0,0,0
2020/2/22,Afghanistan,0,0,0,0
2020/2/23,Afghanistan,0,0,0,0
2020/2/24,Afghanistan,0,0,0,0
2020/2/25,Afghanistan,1,0,1,0
2020/2/26,Afghanistan,0,0,1,0
2020/2/27,Afghanistan,0,0,1,0
2020/2/28,Afghanistan,0,0,1,0
2020/2/29,Afghanistan,0,0,1,0
2020/3/1,Afghanistan,0,0,1,0
2020/3/2,Afghanistan,0,0,1,0
2020/3/8,Afghanistan,3,0,4,0
2020/3/11,Afghanistan,3,0,7,0
2020/3/15,Afghanistan,3,0,10,0
2020/3/16,Afghanistan,6,0,16,0
2020/3/17,Afghanistan,5,0,21,0
2020/3/18,Afghanistan,1,0,22,0
2020/3/19,Afghanistan,0,0,22,0
2020/3/20,Afghanistan,0,0,22,0
2020/3/21,Afghanistan,2,0,24,0
2020/3/22,Afghanistan,0,0,24,0
2020/3/23,Afghanistan,10,0,34,0
2020/3/24,Afghanistan,6,1,40,1
2020/3/25,Afghanistan,2,0,42,1
2020/3/26,Afghanistan,33,0,75,1
2020/3/27,Afghanistan,0,0,75,1
2020/3/28,Afghanistan,16,1,91,2
2020/3/29,Afghanistan,15,1,106,3
2020/3/30,Afghanistan,8,1,114,4
2020/3/31,Afghanistan,27,0,141,4
2020/3/9,Albania,2,0,2,0
2020/3/10,Albania,4,0,6,0
2020/3/11,Albania,4,0,10,0
2020/3/12,Albania,1,1,11,1
2020/3/13,Albania,12,0,23,1
2020/3/14,Albania,10,0,33,1
2020/3/15,Albania,5,0,38,1
2020/3/16,Albania,4,0,42,1
2020/3/17,Albania,9,0,51,1
2020/3/18,Albania,4,0,55,1
2020/3/19,Albania,4,1,59,2
2020/3/20,Albania,11,0,70,2
2020/3/21,Albania,0,0,70,2
2020/3/22,Albania,6,0,76,2
2020/3/23,Albania,13,0,89,2
2020/3/24,Albania,11,2,100,4
2020/3/25,Albania,23,1,123,5
2020/3/26,Albania,23,0,146,5
2020/3/27,Albania,28,1,174,6
2020/3/28,Albania,12,3,186,9
2020/3/29,Albania,11,1,197,10
2020/3/30,Albania,15,0,212,10
2020/3/31,Albania,11,2,223,12
2019/12/31,Algeria,0,0,0,0
2020/1/1,Algeria,0,0,0,0
2020/1/2,Algeria,0,0,0,0
2020/1/3,Algeria,0,0,0,0
2020/1/4,Algeria,0,0,0,0
2020/1/5,Algeria,0,0,0,0
2020/1/6,Algeria,0,0,0,0
2020/1/7,Algeria,0,0,0,0
2020/1/8,Algeria,0,0,0,0
2020/1/9,Algeria,0,0,0,0
2020/1/10,Algeria,0,0,0,0
2020/1/11,Algeria,0,0,0,0
2020/1/12,Algeria,0,0,0,0
2020/1/13,Algeria,0,0,0,0
2020/1/14,Algeria,0,0,0,0
2020/1/15,Algeria,0,0,0,0
2020/1/16,Algeria,0,0,0,0
2020/1/17,Algeria,0,0,0,0
2020/1/18,Algeria,0,0,0,0
2020/1/19,Algeria,0,0,0,0
2020/1/20,Algeria,0,0,0,0
2020/1/21,Algeria,0,0,0,0
2020/1/22,Algeria,0,0,0,0
2020/1/23,Algeria,0,0,0,0
2020/1/24,Algeria,0,0,0,0
2020/1/25,Algeria,0,0,0,0
2020/1/26,Algeria,0,0,0,0
2020/1/27,Algeria,0,0,0,0
2020/1/28,Algeria,0,0,0,0
2020/1/29,Algeria,0,0,0,0
2020/1/30,Algeria,0,0,0,0
2020/1/31,Algeria,0,0,0,0
2020/2/1,Algeria,0,0,0,0
2020/2/2,Algeria,0,0,0,0
2020/2/3,Algeria,0,0,0,0
2020/2/4,Algeria,0,0,0,0
2020/2/5,Algeria,0,0,0,0
2020/2/6,Algeria,0,0,0,0
2020/2/7,Algeria,0,0,0,0
2020/2/8,Algeria,0,0,0,0
2020/2/9,Algeria,0,0,0,0
2020/2/10,Algeria,0,0,0,0
2020/2/11,Algeria,0,0,0,0
2020/2/12,Algeria,0,0,0,0
2020/2/13,Algeria,0,0,0,0
2020/2/14,Algeria,0,0,0,0
2020/2/15,Algeria,0,0,0,0
2020/2/16,Algeria,0,0,0,0
2020/2/17,Algeria,0,0,0,0
2020/2/18,Algeria,0,0,0,0
2020/2/19,Algeria,0,0,0,0
2020/2/20,Algeria,0,0,0,0
2020/2/21,Algeria,0,0,0,0
2020/2/22,Algeria,0,0,0,0
2020/2/23,Algeria,0,0,0,0
2020/2/24,Algeria,0,0,0,0
2020/2/25,Algeria,0,0,0,0
2020/2/26,Algeria,1,0,1,0
2020/2/27,Algeria,0,0,1,0
2020/2/28,Algeria,0,0,1,0
2020/2/29,Algeria,0,0,1,0
2020/3/1,Algeria,0,0,1,0
2020/3/2,Algeria,2,0,3,0
2020/3/4,Algeria,2,0,5,0
2020/3/5,Algeria,7,0,12,0
2020/3/6,Algeria,5,0,17,0
2020/3/9,Algeria,3,0,20,0
2020/3/12,Algeria,0,0,20,0
2020/3/13,Algeria,4,1,24,1
2020/3/14,Algeria,2,1,26,2
2020/3/15,Algeria,11,0,37,2
2020/3/16,Algeria,11,2,48,4
2020/3/17,Algeria,12,0,60,4
2020/3/18,Algeria,0,1,60,5
2020/3/19,Algeria,13,1,73,6
2020/3/20,Algeria,9,1,82,7
2020/3/21,Algeria,12,3,94,10
2020/3/22,Algeria,0,0,94,10
2020/3/23,Algeria,8,5,102,15
2020/3/24,Algeria,87,2,189,17
2020/3/25,Algeria,42,0,231,17
2020/3/26,Algeria,33,0,264,17
2020/3/27,Algeria,41,4,305,21
2020/3/28,Algeria,0,0,305,21
2020/3/29,Algeria,104,5,409,26
2020/3/30,Algeria,45,3,454,29
2020/3/31,Algeria,57,2,511,31
2020/3/3,Andorra,1,0,1,0
2020/3/14,Andorra,1,0,2,0
2020/3/16,Andorra,3,0,5,0
2020/3/17,Andorra,9,0,14,0
2020/3/18,Andorra,0,0,14,0
2020/3/19,Andorra,39,0,53,0
2020/3/20,Andorra,22,0,75,0
2020/3/21,Andorra,0,0,75,0
2020/3/22,Andorra,13,0,88,0
2020/3/23,Andorra,25,0,113,0
2020/3/24,Andorra,20,0,133,0
2020/3/25,Andorra,31,0,164,0
2020/3/26,Andorra,24,0,188,0
2020/3/27,Andorra,36,3,224,3
2020/3/28,Andorra,43,0,267,3
2020/3/29,Andorra,41,1,308,4
2020/3/30,Andorra,26,2,334,6
2020/3/31,Andorra,36,2,370,8
2020/3/22,Angola,2,0,2,0
2020/3/23,Angola,0,0,2,0
2020/3/24,Angola,0,0,2,0
2020/3/25,Angola,0,0,2,0
2020/3/26,Angola,0,0,2,0
2020/3/27,Angola,1,0,3,0
2020/3/28,Angola,1,0,4,0
2020/3/29,Angola,0,0,4,0
2020/3/30,Angola,3,2,7,2
2020/3/31,Angola,0,0,7,2
2020/3/27,Anguilla,2,0,2,0
2020/3/28,Anguilla,0,0,2,0
2020/3/29,Anguilla,0,0,2,0
2020/3/30,Anguilla,0,0,2,0
2020/3/31,Anguilla,0,0,2,0
2020/3/15,Antigua and Barbuda,1,0,1,0
2020/3/21,Antigua and Barbuda,0,0,1,0
2020/3/22,Antigua and Barbuda,0,0,1,0
2020/3/23,Antigua and Barbuda,0,0,1,0
2020/3/24,Antigua and Barbuda,0,0,1,0
2020/3/25,Antigua and Barbuda,2,0,3,0
2020/3/26,Antigua and Barbuda,0,0,3,0
2020/3/27,Antigua and Barbuda,4,0,7,0
2020/3/28,Antigua and Barbuda,0,0,7,0
2020/3/29,Antigua and Barbuda,0,0,7,0
2020/3/30,Antigua and Barbuda,0,0,7,0
2020/3/31,Antigua and Barbuda,0,0,7,0
2020/3/4,Argentina,1,0,1,0
2020/3/6,Argentina,1,0,2,0
2020/3/7,Argentina,6,0,8,0
2020/3/8,Argentina,1,1,9,1
2020/3/9,Argentina,3,0,12,1
2020/3/11,Argentina,7,0,19,1
2020/3/13,Argentina,12,0,31,1
2020/3/14,Argentina,3,1,34,2
2020/3/15,Argentina,11,0,45,2
2020/3/16,Argentina,11,0,56,2
2020/3/17,Argentina,9,0,65,2
2020/3/18,Argentina,14,0,79,2
2020/3/19,Argentina,18,0,97,2
2020/3/20,Argentina,31,1,128,3
2020/3/21,Argentina,30,0,158,3
2020/3/22,Argentina,67,1,225,4
2020/3/23,Argentina,41,0,266,4
2020/3/24,Argentina,35,0,301,4
2020/3/25,Argentina,86,2,387,6
2020/3/26,Argentina,115,2,502,8
2020/3/27,Argentina,87,4,589,12
2020/3/28,Argentina,101,5,690,17
2020/3/29,Argentina,55,2,745,19
2020/3/30,Argentina,75,1,820,20
2020/3/31,Argentina,146,4,966,24
2019/12/31,Armenia,0,0,0,0
2020/1/1,Armenia,0,0,0,0
2020/1/2,Armenia,0,0,0,0
2020/1/3,Armenia,0,0,0,0
2020/1/4,Armenia,0,0,0,0
2020/1/5,Armenia,0,0,0,0
2020/1/6,Armenia,0,0,0,0
2020/1/7,Armenia,0,0,0,0
2020/1/8,Armenia,0,0,0,0
2020/1/9,Armenia,0,0,0,0
2020/1/10,Armenia,0,0,0,0
2020/1/11,Armenia,0,0,0,0
2020/1/12,Armenia,0,0,0,0
2020/1/13,Armenia,0,0,0,0
2020/1/14,Armenia,0,0,0,0
2020/1/15,Armenia,0,0,0,0
2020/1/16,Armenia,0,0,0,0
2020/1/17,Armenia,0,0,0,0
2020/1/18,Armenia,0,0,0,0
2020/1/19,Armenia,0,0,0,0
2020/1/20,Armenia,0,0,0,0
2020/1/21,Armenia,0,0,0,0
2020/1/22,Armenia,0,0,0,0
2020/1/23,Armenia,0,0,0,0
2020/1/24,Armenia,0,0,0,0
2020/1/25,Armenia,0,0,0,0
2020/1/26,Armenia,0,0,0,0
2020/1/27,Armenia,0,0,0,0
2020/1/28,Armenia,0,0,0,0
2020/1/29,Armenia,0,0,0,0
2020/1/30,Armenia,0,0,0,0
2020/1/31,Armenia,0,0,0,0
2020/2/1,Armenia,0,0,0,0
2020/2/2,Armenia,0,0,0,0
2020/2/3,Armenia,0,0,0,0
2020/2/4,Armenia,0,0,0,0
2020/2/5,Armenia,0,0,0,0
2020/2/6,Armenia,0,0,0,0
2020/2/7,Armenia,0,0,0,0
2020/2/8,Armenia,0,0,0,0
2020/2/9,Armenia,0,0,0,0
2020/2/10,Armenia,0,0,0,0
2020/2/11,Armenia,0,0,0,0
2020/2/12,Armenia,0,0,0,0
2020/2/13,Armenia,0,0,0,0
2020/2/14,Armenia,0,0,0,0
2020/2/15,Armenia,0,0,0,0
2020/2/16,Armenia,0,0,0,0
2020/2/17,Armenia,0,0,0,0
2020/2/18,Armenia,0,0,0,0
2020/2/19,Armenia,0,0,0,0
2020/2/20,Armenia,0,0,0,0
2020/2/21,Armenia,0,0,0,0
2020/2/22,Armenia,0,0,0,0
2020/2/23,Armenia,0,0,0,0
2020/2/24,Armenia,0,0,0,0
2020/2/25,Armenia,0,0,0,0
2020/2/26,Armenia,0,0,0,0
2020/2/27,Armenia,0,0,0,0
2020/2/28,Armenia,0,0,0,0
2020/2/29,Armenia,0,0,0,0
2020/3/1,Armenia,1,0,1,0
2020/3/2,Armenia,0,0,1,0
2020/3/12,Armenia,3,0,4,0
2020/3/13,Armenia,2,0,6,0
2020/3/14,Armenia,7,0,13,0
2020/3/15,Armenia,7,0,20,0
2020/3/16,Armenia,10,0,30,0
2020/3/17,Armenia,22,0,52,0
2020/3/18,Armenia,26,0,78,0
2020/3/19,Armenia,37,0,115,0
2020/3/20,Armenia,7,0,122,0
2020/3/21,Armenia,14,0,136,0
2020/3/22,Armenia,24,0,160,0
2020/3/23,Armenia,30,0,190,0
2020/3/24,Armenia,4,0,194,0
2020/3/25,Armenia,71,0,265,0
2020/3/26,Armenia,25,0,290,0
2020/3/27,Armenia,39,1,329,1
2020/3/28,Armenia,43,0,372,1
2020/3/29,Armenia,52,2,424,3
2020/3/30,Armenia,0,0,424,3
2020/3/31,Armenia,58,0,482,3
2020/3/13,Aruba,2,0,2,0
2020/3/20,Aruba,2,0,4,0
2020/3/24,Aruba,8,0,12,0
2020/3/25,Aruba,5,0,17,0
2020/3/26,Aruba,2,0,19,0
2020/3/27,Aruba,9,0,28,0
2020/3/28,Aruba,0,0,28,0
2020/3/29,Aruba,0,0,28,0
2020/3/30,Aruba,22,0,50,0
2019/12/31,Australia,0,0,0,0
2020/1/1,Australia,0,0,0,0
2020/1/2,Australia,0,0,0,0
2020/1/3,Australia,0,0,0,0
2020/1/4,Australia,0,0,0,0
2020/1/5,Australia,0,0,0,0
2020/1/6,Australia,0,0,0,0
2020/1/7,Australia,0,0,0,0
2020/1/8,Australia,0,0,0,0
2020/1/9,Australia,0,0,0,0
2020/1/10,Australia,0,0,0,0
2020/1/11,Australia,0,0,0,0
2020/1/12,Australia,0,0,0,0
2020/1/13,Australia,0,0,0,0
2020/1/14,Australia,0,0,0,0
2020/1/15,Australia,0,0,0,0
2020/1/16,Australia,0,0,0,0
2020/1/17,Australia,0,0,0,0
2020/1/18,Australia,0,0,0,0
2020/1/19,Australia,0,0,0,0
2020/1/20,Australia,0,0,0,0
2020/1/21,Australia,0,0,0,0
2020/1/22,Australia,0,0,0,0
2020/1/23,Australia,0,0,0,0
2020/1/24,Australia,0,0,0,0
2020/1/25,Australia,1,0,1,0
2020/1/26,Australia,3,0,4,0
2020/1/27,Australia,0,0,4,0
2020/1/28,Australia,0,0,4,0
2020/1/29,Australia,0,0,4,0
2020/1/30,Australia,2,0,6,0
2020/1/31,Australia,1,0,7,0
2020/2/1,Australia,2,0,9,0
2020/2/2,Australia,2,0,11,0
2020/2/3,Australia,0,0,11,0
2020/2/4,Australia,0,0,11,0
2020/2/5,Australia,1,0,12,0
2020/2/6,Australia,1,0,13,0
2020/2/7,Australia,1,0,14,0
2020/2/8,Australia,0,0,14,0
2020/2/9,Australia,0,0,14,0
2020/2/10,Australia,0,0,14,0
2020/2/11,Australia,0,0,14,0
2020/2/12,Australia,0,0,14,0
2020/2/13,Australia,0,0,14,0
2020/2/14,Australia,1,0,15,0
2020/2/15,Australia,0,0,15,0
2020/2/16,Australia,0,0,15,0
2020/2/17,Australia,0,0,15,0
2020/2/18,Australia,0,0,15,0
2020/2/19,Australia,0,0,15,0
2020/2/20,Australia,0,0,15,0
2020/2/21,Australia,2,0,17,0
2020/2/22,Australia,4,0,21,0
2020/2/23,Australia,1,0,22,0
2020/2/24,Australia,0,0,22,0
2020/2/25,Australia,0,0,22,0
2020/2/26,Australia,0,0,22,0
2020/2/27,Australia,1,0,23,0
2020/2/28,Australia,0,0,23,0
2020/2/29,Australia,2,0,25,0
2020/3/1,Australia,1,1,26,1
2020/3/2,Australia,3,0,29,1
2020/3/3,Australia,4,0,33,1
2020/3/4,Australia,8,0,41,1
2020/3/5,Australia,11,1,52,2
2020/3/6,Australia,7,0,59,2
2020/3/7,Australia,4,0,63,2
2020/3/8,Australia,11,1,74,3
2020/3/9,Australia,6,0,80,3
2020/3/10,Australia,20,0,100,3
2020/3/11,Australia,12,0,112,3
2020/3/12,Australia,14,0,126,3
2020/3/13,Australia,30,0,156,3
2020/3/14,Australia,41,0,197,3
2020/3/15,Australia,52,0,249,3
2020/3/16,Australia,49,2,298,5
2020/3/17,Australia,77,0,375,5
2020/3/18,Australia,79,0,454,5
2020/3/19,Australia,111,1,565,6
2020/3/20,Australia,144,0,709,6
2020/3/21,Australia,165,1,874,7
2020/3/22,Australia,224,0,1098,7
2020/3/23,Australia,611,0,1709,7
2020/3/24,Australia,114,0,1823,7
2020/3/25,Australia,600,1,2423,8
2020/3/26,Australia,376,3,2799,11
2020/3/27,Australia,367,2,3166,13
2020/3/28,Australia,212,0,3378,13
2020/3/29,Australia,431,1,3809,14
2020/3/30,Australia,284,2,4093,16
2020/3/31,Australia,464,3,4557,19
2019/12/31,Austria,0,0,0,0
2020/1/1,Austria,0,0,0,0
2020/1/2,Austria,0,0,0,0
2020/1/3,Austria,0,0,0,0
2020/1/4,Austria,0,0,0,0
2020/1/5,Austria,0,0,0,0
2020/1/6,Austria,0,0,0,0
2020/1/7,Austria,0,0,0,0
2020/1/8,Austria,0,0,0,0
2020/1/9,Austria,0,0,0,0
2020/1/10,Austria,0,0,0,0
2020/1/11,Austria,0,0,0,0
2020/1/12,Austria,0,0,0,0
2020/1/13,Austria,0,0,0,0
2020/1/14,Austria,0,0,0,0
2020/1/15,Austria,0,0,0,0
2020/1/16,Austria,0,0,0,0
2020/1/17,Austria,0,0,0,0
2020/1/18,Austria,0,0,0,0
2020/1/19,Austria,0,0,0,0
2020/1/20,Austria,0,0,0,0
2020/1/21,Austria,0,0,0,0
2020/1/22,Austria,0,0,0,0
2020/1/23,Austria,0,0,0,0
2020/1/24,Austria,0,0,0,0
2020/1/25,Austria,0,0,0,0
2020/1/26,Austria,0,0,0,0
2020/1/27,Austria,0,0,0,0
2020/1/28,Austria,0,0,0,0
2020/1/29,Austria,0,0,0,0
2020/1/30,Austria,0,0,0,0
2020/1/31,Austria,0,0,0,0
2020/2/1,Austria,0,0,0,0
2020/2/2,Austria,0,0,0,0
2020/2/3,Austria,0,0,0,0
2020/2/4,Austria,0,0,0,0
2020/2/5,Austria,0,0,0,0
2020/2/6,Austria,0,0,0,0
2020/2/7,Austria,0,0,0,0
2020/2/8,Austria,0,0,0,0
2020/2/9,Austria,0,0,0,0
2020/2/10,Austria,0,0,0,0
2020/2/11,Austria,0,0,0,0
2020/2/12,Austria,0,0,0,0
2020/2/13,Austria,0,0,0,0
2020/2/14,Austria,0,0,0,0
2020/2/15,Austria,0,0,0,0
2020/2/16,Austria,0,0,0,0
2020/2/17,Austria,0,0,0,0
2020/2/18,Austria,0,0,0,0
2020/2/19,Austria,0,0,0,0
2020/2/20,Austria,0,0,0,0
2020/2/21,Austria,0,0,0,0
2020/2/22,Austria,0,0,0,0
2020/2/23,Austria,0,0,0,0
2020/2/24,Austria,0,0,0,0
2020/2/25,Austria,0,0,0,0
2020/2/26,Austria,2,0,2,0
2020/2/27,Austria,0,0,2,0
2020/2/28,Austria,3,0,5,0
2020/2/29,Austria,2,0,7,0
2020/3/1,Austria,3,0,10,0
2020/3/2,Austria,4,0,14,0
2020/3/3,Austria,4,0,18,0
2020/3/4,Austria,6,0,24,0
2020/3/5,Austria,5,0,29,0
2020/3/6,Austria,12,0,41,0
2020/3/7,Austria,33,0,74,0
2020/3/8,Austria,25,0,99,0
2020/3/9,Austria,3,0,102,0
2020/3/10,Austria,29,0,131,0
2020/3/11,Austria,51,0,182,0
2020/3/12,Austria,64,0,246,0
2020/3/13,Austria,115,1,361,1
2020/3/14,Austria,143,0,504,1
2020/3/15,Austria,151,0,655,1
2020/3/16,Austria,205,0,860,1
2020/3/17,Austria,156,2,1016,3
2020/3/18,Austria,316,0,1332,3
2020/3/19,Austria,314,1,1646,4
2020/3/20,Austria,550,2,2196,6
2020/3/21,Austria,453,0,2649,6
2020/3/22,Austria,375,2,3024,8
2020/3/23,Austria,607,8,3631,16
2020/3/24,Austria,855,9,4486,25
2020/3/25,Austria,796,5,5282,30
2020/3/26,Austria,606,4,5888,34
2020/3/27,Austria,1141,18,7029,52
2020/3/28,Austria,668,16,7697,68
2020/3/29,Austria,594,0,8291,68
2020/3/30,Austria,522,18,8813,86
2020/3/31,Austria,805,22,9618,108
2019/12/31,Azerbaijan,0,0,0,0
2020/1/1,Azerbaijan,0,0,0,0
2020/1/2,Azerbaijan,0,0,0,0
2020/1/3,Azerbaijan,0,0,0,0
2020/1/4,Azerbaijan,0,0,0,0
2020/1/5,Azerbaijan,0,0,0,0
2020/1/6,Azerbaijan,0,0,0,0
2020/1/7,Azerbaijan,0,0,0,0
2020/1/8,Azerbaijan,0,0,0,0
2020/1/9,Azerbaijan,0,0,0,0
2020/1/10,Azerbaijan,0,0,0,0
2020/1/11,Azerbaijan,0,0,0,0
2020/1/12,Azerbaijan,0,0,0,0
2020/1/13,Azerbaijan,0,0,0,0
2020/1/14,Azerbaijan,0,0,0,0
2020/1/15,Azerbaijan,0,0,0,0
2020/1/16,Azerbaijan,0,0,0,0
2020/1/17,Azerbaijan,0,0,0,0
2020/1/18,Azerbaijan,0,0,0,0
2020/1/19,Azerbaijan,0,0,0,0
2020/1/20,Azerbaijan,0,0,0,0
2020/1/21,Azerbaijan,0,0,0,0
2020/1/22,Azerbaijan,0,0,0,0
2020/1/23,Azerbaijan,0,0,0,0
2020/1/24,Azerbaijan,0,0,0,0
2020/1/25,Azerbaijan,0,0,0,0
2020/1/26,Azerbaijan,0,0,0,0
2020/1/27,Azerbaijan,0,0,0,0
2020/1/28,Azerbaijan,0,0,0,0
2020/1/29,Azerbaijan,0,0,0,0
2020/1/30,Azerbaijan,0,0,0,0
2020/1/31,Azerbaijan,0,0,0,0
2020/2/1,Azerbaijan,0,0,0,0
2020/2/2,Azerbaijan,0,0,0,0
2020/2/3,Azerbaijan,0,0,0,0
2020/2/4,Azerbaijan,0,0,0,0
2020/2/5,Azerbaijan,0,0,0,0
2020/2/6,Azerbaijan,0,0,0,0
2020/2/7,Azerbaijan,0,0,0,0
2020/2/8,Azerbaijan,0,0,0,0
2020/2/9,Azerbaijan,0,0,0,0
2020/2/10,Azerbaijan,0,0,0,0
2020/2/11,Azerbaijan,0,0,0,0
2020/2/12,Azerbaijan,0,0,0,0
2020/2/13,Azerbaijan,0,0,0,0
2020/2/14,Azerbaijan,0,0,0,0
2020/2/15,Azerbaijan,0,0,0,0
2020/2/16,Azerbaijan,0,0,0,0
2020/2/17,Azerbaijan,0,0,0,0
2020/2/18,Azerbaijan,0,0,0,0
2020/2/19,Azerbaijan,0,0,0,0
2020/2/20,Azerbaijan,0,0,0,0
2020/2/21,Azerbaijan,0,0,0,0
2020/2/22,Azerbaijan,0,0,0,0
2020/2/23,Azerbaijan,0,0,0,0
2020/2/24,Azerbaijan,0,0,0,0
2020/2/25,Azerbaijan,0,0,0,0
2020/2/26,Azerbaijan,0,0,0,0
2020/2/27,Azerbaijan,0,0,0,0
2020/2/28,Azerbaijan,0,0,0,0
2020/2/29,Azerbaijan,1,0,1,0
2020/3/1,Azerbaijan,0,0,1,0
2020/3/2,Azerbaijan,2,0,3,0
2020/3/6,Azerbaijan,3,0,6,0
2020/3/7,Azerbaijan,3,0,9,0
2020/3/11,Azerbaijan,2,0,11,0
2020/3/12,Azerbaijan,2,0,13,0
2020/3/13,Azerbaijan,0,0,13,0
2020/3/15,Azerbaijan,6,0,19,0
2020/3/16,Azerbaijan,0,0,19,0
2020/3/17,Azerbaijan,0,0,19,0
2020/3/18,Azerbaijan,9,0,28,0
2020/3/19,Azerbaijan,6,0,34,0
2020/3/20,Azerbaijan,10,0,44,0
2020/3/21,Azerbaijan,0,1,44,1
2020/3/22,Azerbaijan,9,0,53,1
2020/3/23,Azerbaijan,12,0,65,1
2020/3/24,Azerbaijan,7,0,72,1
2020/3/25,Azerbaijan,15,0,87,1
2020/3/26,Azerbaijan,6,1,93,2
2020/3/27,Azerbaijan,29,1,122,3
2020/3/28,Azerbaijan,43,0,165,3
2020/3/29,Azerbaijan,17,1,182,4
2020/3/30,Azerbaijan,27,0,209,4
2020/3/31,Azerbaijan,64,0,273,4
2020/3/16,Bahamas,1,0,1,0
2020/3/17,Bahamas,0,0,1,0
2020/3/20,Bahamas,2,0,3,0
2020/3/21,Bahamas,1,0,4,0
2020/3/22,Bahamas,0,0,4,0
2020/3/23,Bahamas,0,0,4,0
2020/3/24,Bahamas,0,0,4,0
2020/3/25,Bahamas,0,0,4,0
2020/3/26,Bahamas,1,0,5,0
2020/3/27,Bahamas,4,0,9,0
2020/3/28,Bahamas,0,0,9,0
2020/3/29,Bahamas,2,0,11,0
2020/3/30,Bahamas,3,0,14,0
2020/3/31,Bahamas,0,0,14,0
2019/12/31,Bahrain,0,0,0,0
2020/1/1,Bahrain,0,0,0,0
2020/1/2,Bahrain,0,0,0,0
2020/1/3,Bahrain,0,0,0,0
2020/1/4,Bahrain,0,0,0,0
2020/1/5,Bahrain,0,0,0,0
2020/1/6,Bahrain,0,0,0,0
2020/1/7,Bahrain,0,0,0,0
2020/1/8,Bahrain,0,0,0,0
2020/1/9,Bahrain,0,0,0,0
2020/1/10,Bahrain,0,0,0,0
2020/1/11,Bahrain,0,0,0,0
2020/1/12,Bahrain,0,0,0,0
2020/1/13,Bahrain,0,0,0,0
2020/1/14,Bahrain,0,0,0,0
2020/1/15,Bahrain,0,0,0,0
2020/1/16,Bahrain,0,0,0,0
2020/1/17,Bahrain,0,0,0,0
2020/1/18,Bahrain,0,0,0,0
2020/1/19,Bahrain,0,0,0,0
2020/1/20,Bahrain,0,0,0,0
2020/1/21,Bahrain,0,0,0,0
2020/1/22,Bahrain,0,0,0,0
2020/1/23,Bahrain,0,0,0,0
2020/1/24,Bahrain,0,0,0,0
2020/1/25,Bahrain,0,0,0,0
2020/1/26,Bahrain,0,0,0,0
2020/1/27,Bahrain,0,0,0,0
2020/1/28,Bahrain,0,0,0,0
2020/1/29,Bahrain,0,0,0,0
2020/1/30,Bahrain,0,0,0,0
2020/1/31,Bahrain,0,0,0,0
2020/2/1,Bahrain,0,0,0,0
2020/2/2,Bahrain,0,0,0,0
2020/2/3,Bahrain,0,0,0,0
2020/2/4,Bahrain,0,0,0,0
2020/2/5,Bahrain,0,0,0,0
2020/2/6,Bahrain,0,0,0,0
2020/2/7,Bahrain,0,0,0,0
2020/2/8,Bahrain,0,0,0,0
2020/2/9,Bahrain,0,0,0,0
2020/2/10,Bahrain,0,0,0,0
2020/2/11,Bahrain,0,0,0,0
